
SetupTitle, inv-vovg
PrimitiveTest, I/V Sweep
DataValue, 1.6500000000000001, 2, 9.0000000000000008E-14, 2.9789000000000004E-06, 0.3018, 2.9789000000000004E-06, 9.0000000000000008E-14, 
DataValue, 1.62, 2, -1.18E-12, 2.8443000000000004E-06, 0.29175999999999996, 2.8443000000000004E-06, 1.18E-12, 
DataValue, 1.59, 2, -2.49E-12, 2.8181E-06, 0.29447999999999996, 2.8181E-06, 2.49E-12, 
DataValue, 1.56, 2, 3.9000000000000005E-13, 2.781E-06, 0.29112, 2.781E-06, 3.9000000000000005E-13, 
DataValue, 1.53, 2, -3.1700000000000004E-12, 2.7100000000000003E-06, 0.28859999999999997, 2.7100000000000003E-06, 3.1700000000000004E-12, 
DataValue, 1.5, 2, -1.23E-12, 2.7242E-06, 0.29428, 2.7242E-06, 1.23E-12, 
DataValue, 1.47, 2, 8.9E-13, 2.6547E-06, 0.28692, 2.6547E-06, 8.9E-13, 
DataValue, 1.44, 2, -8.6000000000000007E-13, 2.5941000000000003E-06, 0.28947999999999996, 2.5941000000000003E-06, 8.6000000000000007E-13, 
DataValue, 1.41, 2, 6.400000000000001E-13, 2.5969E-06, 0.29044, 2.5969E-06, 6.400000000000001E-13, 
DataValue, 1.3800000000000001, 2, -1.6000000000000003E-13, 2.561E-06, 0.29231999999999997, 2.561E-06, 1.6000000000000003E-13, 
DataValue, 1.35, 2, 6.5000000000000006E-13, 2.5379000000000003E-06, 0.29384, 2.5379000000000003E-06, 6.5000000000000006E-13, 
DataValue, 1.32, 2, 9.2000000000000012E-13, 2.5268E-06, 0.2966, 2.5268E-06, 9.2000000000000012E-13, 
DataValue, 1.29, 2, -1.6E-12, 2.5242000000000003E-06, 0.3004, 2.5242000000000003E-06, 1.6E-12, 
DataValue, 1.26, 2, -7.5E-13, 2.5020000000000004E-06, 0.30507999999999996, 2.5020000000000004E-06, 7.5E-13, 
DataValue, 1.23, 2, 2.9000000000000003E-13, 2.4733E-06, 0.30748, 2.4733E-06, 2.9000000000000003E-13, 
DataValue, 1.2, 2, 3.02E-12, 2.5307E-06, 0.31632, 2.5307E-06, 3.02E-12, 
DataValue, 1.17, 2, -1.2400000000000002E-12, 2.5361E-06, 0.32383999999999996, 2.5361E-06, 1.2400000000000002E-12, 
DataValue, 1.1400000000000001, 2, -2.1000000000000001E-13, 2.5321000000000003E-06, 0.32916, 2.5321000000000003E-06, 2.1000000000000001E-13, 
DataValue, 1.11, 2, 6.0000000000000007E-13, 2.4960000000000003E-06, 0.32624, 2.4960000000000003E-06, 6.0000000000000007E-13, 
DataValue, 1.08, 2, 1E-13, 2.476E-06, 0.33168, 2.476E-06, 1E-13, 
DataValue, 1.05, 2, -3.2000000000000005E-13, 2.4426E-06, 0.33252, 2.4426E-06, 3.2000000000000005E-13, 
DataValue, 1.02, 2, -5E-14, 2.4295E-06, 0.33855999999999997, 2.4295E-06, 5E-14, 
DataValue, 0.99, 2, -6.6E-13, 2.4011E-06, 0.3384, 2.4011E-06, 6.6E-13, 
DataValue, 0.96, 2, -1.7600000000000002E-12, 2.3616000000000004E-06, 0.33643999999999996, 2.3616000000000004E-06, 1.7600000000000002E-12, 
DataValue, 0.93, 2, -2.2000000000000002E-13, 2.3749000000000003E-06, 0.33996, 2.3749000000000003E-06, 2.2000000000000002E-13, 
DataValue, 0.9, 2, 4.6000000000000006E-13, 2.3229000000000002E-06, 0.34548, 2.3229000000000002E-06, 4.6000000000000006E-13, 
DataValue, 0.87, 2, 3.4E-13, 2.3005000000000003E-06, 0.34792, 2.3005000000000003E-06, 3.4E-13, 
DataValue, 0.84, 2, -4.6000000000000006E-13, 2.2858E-06, 0.34828, 2.2858E-06, 4.6000000000000006E-13, 
DataValue, 0.81, 2, 3.6000000000000003E-13, 2.2905000000000003E-06, 0.3538, 2.2905000000000003E-06, 3.6000000000000003E-13, 
DataValue, 0.78, 2, 2.6E-13, 2.2444E-06, 0.35944, 2.2444E-06, 2.6E-13, 
DataValue, 0.75, 2, -7.6000000000000009E-13, 2.2263E-06, 0.3548, 2.2263E-06, 7.6000000000000009E-13, 
DataValue, 0.72, 2, -1.6000000000000003E-13, 2.2273000000000003E-06, 0.36484, 2.2273000000000003E-06, 1.6000000000000003E-13, 
DataValue, 0.69000000000000006, 2, 1.5000000000000002E-13, 2.2204000000000004E-06, 0.36444, 2.2204000000000004E-06, 1.5000000000000002E-13, 
DataValue, 0.66, 2, -6.1E-13, 2.1956E-06, 0.36823999999999996, 2.1956E-06, 6.1E-13, 
DataValue, 0.63, 2, -1.3E-13, 2.1894E-06, 0.37964, 2.1894E-06, 1.3E-13, 
DataValue, 0.6, 2, 3.1000000000000004E-13, 2.1944E-06, 0.3828, 2.1944E-06, 3.1000000000000004E-13, 
DataValue, 0.57000000000000006, 2, -4.1E-13, 2.1639E-06, 0.38932, 2.1639E-06, 4.1E-13, 
DataValue, 0.54, 2, -1.8000000000000002E-13, 2.1745E-06, 0.39676, 2.1745E-06, 1.8000000000000002E-13, 
DataValue, 0.51, 2, 3.3E-13, 2.2104E-06, 0.41672, 2.2104E-06, 3.3E-13, 
DataValue, 0.48, 2, -2.0000000000000003E-14, 2.1903E-06, 0.41731999999999997, 2.1903E-06, 2.0000000000000003E-14, 
DataValue, 0.45, 2, -4.1E-13, 2.1980000000000004E-06, 0.43316, 2.1980000000000004E-06, 4.1E-13, 
DataValue, 0.42, 2, -5E-14, 2.1615000000000004E-06, 0.44032, 2.1615000000000004E-06, 5E-14, 
DataValue, 0.39, 2, -3.2000000000000005E-13, 2.1875000000000002E-06, 0.45643999999999996, 2.1875000000000002E-06, 3.2000000000000005E-13, 
DataValue, 0.36, 2, -5E-13, 2.1776E-06, 0.46868, 2.1776E-06, 5E-13, 
DataValue, 0.33, 2, 1.5000000000000002E-13, 2.1924000000000004E-06, 0.48163999999999996, 2.1924000000000004E-06, 1.5000000000000002E-13, 
DataValue, 0.3, 2, 3.0000000000000005E-14, 2.1983E-06, 0.50147999999999993, 2.1983E-06, 3.0000000000000005E-14, 
DataValue, 0.27, 2, -3.6000000000000003E-13, 2.2042000000000004E-06, 0.5142, 2.2042000000000004E-06, 3.6000000000000003E-13, 
DataValue, 0.24, 2, 4.9E-13, 2.239E-06, 0.54496, 2.239E-06, 4.9E-13, 
DataValue, 0.21, 2, 1.0000000000000002E-14, 2.2652000000000004E-06, 0.56856, 2.2652000000000004E-06, 1.0000000000000002E-14, 
DataValue, 0.18, 2, -3.6000000000000003E-13, 2.2983E-06, 0.60456, 2.2983E-06, 3.6000000000000003E-13, 
DataValue, 0.15, 2, 2.7E-13, 2.3213E-06, 0.63572, 2.3213E-06, 2.7E-13, 
DataValue, 0.12, 2, 1.2000000000000002E-13, 2.3251000000000004E-06, 0.66676, 2.3251000000000004E-06, 1.2000000000000002E-13, 
DataValue, 0.09, 2, -5.9E-13, 2.3382000000000003E-06, 0.71016, 2.3382000000000003E-06, 5.9E-13, 
DataValue, 0.06, 2, 1.2000000000000002E-13, 2.3748E-06, 0.75364, 2.3748E-06, 1.2000000000000002E-13, 
DataValue, 0.03, 2, -5.1E-13, 2.4069E-06, 0.78872, 2.4069E-06, 5.1E-13, 
DataValue, 0, 2, -2E-13, 2.3907000000000003E-06, 0.82556, 2.3907000000000003E-06, 2E-13, 
DataValue, 0, 3, 5.4E-13, 4.5257000000000006E-06, 1.73776, 4.5257000000000006E-06, 5.4E-13, 
DataValue, 0.03, 3, 3.1000000000000004E-13, 4.4809000000000006E-06, 1.72972, 4.4809000000000006E-06, 3.1000000000000004E-13, 
DataValue, 0.06, 3, 7.4000000000000008E-13, 4.4461000000000005E-06, 1.7141199999999999, 4.4461000000000005E-06, 7.4000000000000008E-13, 
DataValue, 0.09, 3, -1.1000000000000001E-13, 4.3853E-06, 1.69932, 4.3853E-06, 1.1000000000000001E-13, 
DataValue, 0.12, 3, -4.6000000000000006E-13, 4.3488000000000006E-06, 1.6803199999999998, 4.3488000000000006E-06, 4.6000000000000006E-13, 
DataValue, 0.15, 3, 3.1000000000000004E-13, 4.3234000000000008E-06, 1.6583599999999998, 4.3234000000000008E-06, 3.1000000000000004E-13, 
DataValue, 0.18, 3, -1.9000000000000002E-13, 4.2986000000000007E-06, 1.63608, 4.2986000000000007E-06, 1.9000000000000002E-13, 
DataValue, 0.21, 3, -1.9000000000000002E-13, 4.2572000000000005E-06, 1.6061999999999999, 4.2572000000000005E-06, 1.9000000000000002E-13, 
DataValue, 0.24, 3, 7.8000000000000011E-13, 4.2401E-06, 1.56728, 4.2401E-06, 7.8000000000000011E-13, 
DataValue, 0.27, 3, 4.0000000000000006E-14, 4.2118E-06, 1.52512, 4.2118E-06, 4.0000000000000006E-14, 
DataValue, 0.3, 3, -4.1E-13, 4.1957E-06, 1.4769999999999999, 4.1957E-06, 4.1E-13, 
DataValue, 0.33, 3, 1.9000000000000002E-13, 4.1522000000000007E-06, 1.4090399999999999, 4.1522000000000007E-06, 1.9000000000000002E-13, 
DataValue, 0.36, 3, -3.9000000000000005E-13, 4.1189000000000005E-06, 1.34544, 4.1189000000000005E-06, 3.9000000000000005E-13, 
DataValue, 0.39, 3, 2.7E-13, 4.0751E-06, 1.24968, 4.0751E-06, 2.7E-13, 
DataValue, 0.42, 3, 2.1000000000000001E-13, 4.0241E-06, 1.15268, 4.0241E-06, 2.1000000000000001E-13, 
DataValue, 0.45, 3, -5.4E-13, 3.9542E-06, 1.0628, 3.9542E-06, 5.4E-13, 
DataValue, 0.48, 3, 3.4E-13, 3.8813000000000004E-06, 0.97312, 3.8813000000000004E-06, 3.4E-13, 
DataValue, 0.51, 3, 2.4000000000000004E-13, 3.8224E-06, 0.90655999999999992, 3.8224E-06, 2.4000000000000004E-13, 
DataValue, 0.54, 3, 7.3E-13, 3.7714000000000004E-06, 0.84951999999999994, 3.7714000000000004E-06, 7.3E-13, 
DataValue, 0.57000000000000006, 3, 5.4E-13, 3.7176E-06, 0.80004, 3.7176E-06, 5.4E-13, 
DataValue, 0.6, 3, -2.7E-13, 3.6638000000000004E-06, 0.75279999999999991, 3.6638000000000004E-06, 2.7E-13, 
DataValue, 0.63, 3, 1.17E-12, 3.6178000000000003E-06, 0.71656, 3.6178000000000003E-06, 1.17E-12, 
DataValue, 0.66, 3, 4E-13, 3.5263000000000004E-06, 0.67528, 3.5263000000000004E-06, 4E-13, 
DataValue, 0.69000000000000006, 3, -8.0000000000000013E-14, 3.4892000000000004E-06, 0.644, 3.4892000000000004E-06, 8.0000000000000013E-14, 
DataValue, 0.72, 3, 3.6000000000000003E-13, 3.4676000000000005E-06, 0.6188, 3.4676000000000005E-06, 3.6000000000000003E-13, 
DataValue, 0.75, 3, 7E-14, 3.4279000000000002E-06, 0.60036, 3.4279000000000002E-06, 7E-14, 
DataValue, 0.78, 3, -2.5E-13, 3.3543000000000002E-06, 0.56896, 3.3543000000000002E-06, 2.5E-13, 
DataValue, 0.81, 3, 3.8000000000000005E-13, 3.3615000000000003E-06, 0.55655999999999994, 3.3615000000000003E-06, 3.8000000000000005E-13, 
DataValue, 0.84, 3, 2.6E-13, 3.3540000000000004E-06, 0.54264, 3.3540000000000004E-06, 2.6E-13, 
DataValue, 0.87, 3, 6.0000000000000009E-14, 3.3338E-06, 0.52616, 3.3338E-06, 6.0000000000000009E-14, 
DataValue, 0.9, 3, -1.3E-13, 3.3458000000000002E-06, 0.51503999999999994, 3.3458000000000002E-06, 1.3E-13, 
DataValue, 0.93, 3, 5E-13, 3.3491000000000003E-06, 0.5048, 3.3491000000000003E-06, 5E-13, 
DataValue, 0.96, 3, 6.0000000000000009E-14, 3.3628000000000002E-06, 0.49456, 3.3628000000000002E-06, 6.0000000000000009E-14, 
DataValue, 0.99, 3, -1.2000000000000002E-13, 3.3886000000000005E-06, 0.48968, 3.3886000000000005E-06, 1.2000000000000002E-13, 
DataValue, 1.02, 3, 6.400000000000001E-13, 3.4133000000000004E-06, 0.48316, 3.4133000000000004E-06, 6.400000000000001E-13, 
DataValue, 1.05, 3, 2.3000000000000003E-13, 3.4056000000000005E-06, 0.47472, 3.4056000000000005E-06, 2.3000000000000003E-13, 
DataValue, 1.08, 3, -3.6000000000000003E-13, 3.4294E-06, 0.46843999999999997, 3.4294E-06, 3.6000000000000003E-13, 
DataValue, 1.11, 3, 3.9000000000000005E-13, 3.4341000000000003E-06, 0.46712, 3.4341000000000003E-06, 3.9000000000000005E-13, 
DataValue, 1.1400000000000001, 3, 6.9000000000000009E-13, 3.5227E-06, 0.46984, 3.5227E-06, 6.9000000000000009E-13, 
DataValue, 1.17, 3, -1.7E-13, 3.5402000000000004E-06, 0.46415999999999996, 3.5402000000000004E-06, 1.7E-13, 
DataValue, 1.2, 3, 2.9000000000000003E-13, 3.5908000000000004E-06, 0.46015999999999996, 3.5908000000000004E-06, 2.9000000000000003E-13, 
DataValue, 1.23, 3, 3.8000000000000005E-13, 3.6339000000000005E-06, 0.46255999999999997, 3.6339000000000005E-06, 3.8000000000000005E-13, 
DataValue, 1.26, 3, -1.8000000000000002E-13, 3.6937000000000003E-06, 0.45843999999999996, 3.6937000000000003E-06, 1.8000000000000002E-13, 
DataValue, 1.29, 3, 1.2000000000000002E-13, 3.7250000000000003E-06, 0.45524, 3.7250000000000003E-06, 1.2000000000000002E-13, 
DataValue, 1.32, 3, 3.1000000000000004E-13, 3.8359E-06, 0.4632, 3.8359E-06, 3.1000000000000004E-13, 
DataValue, 1.35, 3, 2.5E-13, 3.8625000000000007E-06, 0.4602, 3.8625000000000007E-06, 2.5E-13, 
DataValue, 1.3800000000000001, 3, 8.6000000000000007E-13, 3.9265000000000004E-06, 0.46292, 3.9265000000000004E-06, 8.6000000000000007E-13, 
DataValue, 1.41, 3, 5.2E-13, 3.9881E-06, 0.4624, 3.9881E-06, 5.2E-13, 
DataValue, 1.44, 3, 4E-13, 4.0703000000000007E-06, 0.46703999999999996, 4.0703000000000007E-06, 4E-13, 
DataValue, 1.47, 3, -2E-13, 4.1547E-06, 0.46659999999999996, 4.1547E-06, 2E-13, 
DataValue, 1.5, 3, -5E-14, 4.2017000000000008E-06, 0.46631999999999996, 4.2017000000000008E-06, 5E-14, 
DataValue, 1.53, 3, 8.9E-13, 4.2651E-06, 0.46903999999999996, 4.2651E-06, 8.9E-13, 
DataValue, 1.56, 3, 6.0000000000000009E-14, 4.332E-06, 0.46456, 4.332E-06, 6.0000000000000009E-14, 
DataValue, 1.59, 3, -2.08E-12, 4.3577000000000006E-06, 0.46615999999999996, 4.3577000000000006E-06, 2.08E-12, 
DataValue, 1.62, 3, 6.8E-13, 4.4447000000000008E-06, 0.46692, 4.4447000000000008E-06, 6.8E-13, 
DataValue, 1.6500000000000001, 3, -1.4200000000000002E-12, 4.4741E-06, 0.46376, 4.4741E-06, 1.4200000000000002E-12, 
DataValue, 1.68, 3, -2.95E-12, 4.4929000000000006E-06, 0.45627999999999996, 4.4929000000000006E-06, 2.95E-12, 
DataValue, 1.71, 3, 1.4200000000000002E-12, 4.5032E-06, 0.45348, 4.5032E-06, 1.4200000000000002E-12, 
DataValue, 1.74, 3, 4.47E-12, 4.5346000000000006E-06, 0.44916, 4.5346000000000006E-06, 4.47E-12, 
DataValue, 1.77, 3, 3.6900000000000006E-12, 4.5617000000000007E-06, 0.44364, 4.5617000000000007E-06, 3.6900000000000006E-12, 
DataValue, 1.8, 3, -1.79E-12, 4.5794000000000006E-06, 0.44176, 4.5794000000000006E-06, 1.79E-12, 
DataValue, 1.83, 3, 3.3E-12, 4.5951E-06, 0.43739999999999996, 4.5951E-06, 3.3E-12, 
DataValue, 1.86, 3, -1.2000000000000002E-13, 4.628E-06, 0.43235999999999997, 4.628E-06, 1.2000000000000002E-13, 
DataValue, 1.8900000000000001, 3, 7.06E-12, 4.6400000000000005E-06, 0.42804, 4.6400000000000005E-06, 7.06E-12, 
DataValue, 1.92, 3, 1.83E-12, 4.6694000000000006E-06, 0.42788, 4.6694000000000006E-06, 1.83E-12, 
DataValue, 1.95, 3, 4.1900000000000005E-12, 4.7270000000000007E-06, 0.42704, 4.7270000000000007E-06, 4.1900000000000005E-12, 
DataValue, 1.98, 3, -1.9000000000000002E-13, 4.7713E-06, 0.42663999999999996, 4.7713E-06, 1.9000000000000002E-13, 
DataValue, 2.0100000000000002, 3, -1.6800000000000001E-12, 4.8271000000000008E-06, 0.425, 4.8271000000000008E-06, 1.6800000000000001E-12, 
DataValue, 2.04, 3, -2.31E-12, 4.9069E-06, 0.42672, 4.9069E-06, 2.31E-12, 
DataValue, 2.07, 3, 7.3E-13, 4.9639000000000009E-06, 0.42679999999999996, 4.9639000000000009E-06, 7.3E-13, 
DataValue, 2.1, 3, -3.8000000000000005E-13, 5.0559E-06, 0.4286, 5.0559E-06, 3.8000000000000005E-13, 
DataValue, 2.13, 3, -2.01E-12, 5.117E-06, 0.42896, 5.117E-06, 2.01E-12, 
DataValue, 2.16, 3, 1.46E-12, 5.2228E-06, 0.43176, 5.2228E-06, 1.46E-12, 
DataValue, 2.19, 3, 9.0000000000000008E-14, 5.3169000000000007E-06, 0.43595999999999996, 5.3169000000000007E-06, 9.0000000000000008E-14, 
DataValue, 2.22, 3, -9.2000000000000012E-13, 5.4035000000000009E-06, 0.43892, 5.4035000000000009E-06, 9.2000000000000012E-13, 
DataValue, 2.25, 3, 1.07E-12, 5.5571000000000005E-06, 0.44492, 5.5571000000000005E-06, 1.07E-12, 
DataValue, 2.2800000000000002, 3, 1.4E-12, 5.6688000000000007E-06, 0.45036, 5.6688000000000007E-06, 1.4E-12, 
DataValue, 2.31, 3, -2.2000000000000002E-13, 5.7623000000000007E-06, 0.45411999999999997, 5.7623000000000007E-06, 2.2000000000000002E-13, 
DataValue, 2.34, 3, -2.7E-13, 5.8204E-06, 0.45283999999999996, 5.8204E-06, 2.7E-13, 
DataValue, 2.37, 3, 1.21E-12, 5.9723E-06, 0.45488, 5.9723E-06, 1.21E-12, 
DataValue, 2.4, 3, -1.18E-12, 6.0571000000000008E-06, 0.4618, 6.0571000000000008E-06, 1.18E-12, 
DataValue, 2.43, 3, 1.7E-13, 6.1868000000000006E-06, 0.46892, 6.1868000000000006E-06, 1.7E-13, 
DataValue, 2.46, 3, 7.7000000000000005E-13, 6.3416E-06, 0.47256, 6.3416E-06, 7.7000000000000005E-13, 
DataValue, 2.49, 3, 1.37E-12, 6.4656E-06, 0.47596, 6.4656E-06, 1.37E-12, 
DataValue, 2.52, 3, -9.8E-13, 6.6081E-06, 0.48512, 6.6081E-06, 9.8E-13, 
DataValue, 2.5500000000000003, 3, 1.0000000000000002E-14, 6.7407000000000005E-06, 0.49063999999999997, 6.7407000000000005E-06, 1.0000000000000002E-14, 
DataValue, 2.58, 3, 8.4000000000000006E-13, 6.8501000000000007E-06, 0.49363999999999997, 6.8501000000000007E-06, 8.4000000000000006E-13, 
DataValue, 2.61, 3, -1.3E-13, 7.0087E-06, 0.50096, 7.0087E-06, 1.3E-13, 
DataValue, 2.64, 3, -2.7E-13, 7.181E-06, 0.50924, 7.181E-06, 2.7E-13, 
DataValue, 2.67, 3, 7.3E-13, 7.2977000000000004E-06, 0.50944, 7.2977000000000004E-06, 7.3E-13, 
DataValue, 2.7, 3, 7.8000000000000011E-13, 7.4441000000000004E-06, 0.51672, 7.4441000000000004E-06, 7.8000000000000011E-13, 
DataValue, 2.73, 3, 0, 7.5759000000000006E-06, 0.522, 7.5759000000000006E-06, 0, 
DataValue, 2.7600000000000002, 3, 1.23E-12, 7.7423E-06, 0.52735999999999994, 7.7423E-06, 1.23E-12, 
DataValue, 2.79, 3, 7.2000000000000006E-13, 7.9367000000000014E-06, 0.53416, 7.9367000000000014E-06, 7.2000000000000006E-13, 
DataValue, 2.82, 3, -3.5E-13, 8.0440000000000012E-06, 0.53932, 8.0440000000000012E-06, 3.5E-13, 
DataValue, 2.85, 3, 9.2000000000000012E-13, 8.2362000000000009E-06, 0.54584, 8.2362000000000009E-06, 9.2000000000000012E-13, 
DataValue, 2.88, 3, 1.1000000000000002E-12, 8.3855000000000013E-06, 0.55304, 8.3855000000000013E-06, 1.1000000000000002E-12, 
DataValue, 2.91, 3, 4.5000000000000005E-13, 8.5802000000000013E-06, 0.56119999999999992, 8.5802000000000013E-06, 4.5000000000000005E-13, 
DataValue, 2.94, 3, -1.4E-13, 8.7553E-06, 0.5684, 8.7553E-06, 1.4E-13, 
DataValue, 2.97, 3, 7E-13, 8.9428E-06, 0.57524, 8.9428E-06, 7E-13, 
DataValue, 3, 3, 5.9E-13, 9.089E-06, 0.58075999999999994, 9.089E-06, 5.9E-13, 
DataValue, 3, 3, -2.0000000000000003E-14, 9.1018000000000015E-06, 0.58312, 9.1018000000000015E-06, 2.0000000000000003E-14, 
DataValue, 2.97, 3, 6.5000000000000006E-13, 8.8924000000000015E-06, 0.57312, 8.8924000000000015E-06, 6.5000000000000006E-13, 
DataValue, 2.94, 3, -2.2000000000000002E-13, 8.7112E-06, 0.56424, 8.7112E-06, 2.2000000000000002E-13, 
DataValue, 2.91, 3, 5.3000000000000006E-13, 8.5003E-06, 0.55908, 8.5003E-06, 5.3000000000000006E-13, 
DataValue, 2.88, 3, 6.7000000000000007E-13, 8.3125E-06, 0.5504, 8.3125E-06, 6.7000000000000007E-13, 
DataValue, 2.85, 3, -1.2000000000000002E-13, 8.1164E-06, 0.54104, 8.1164E-06, 1.2000000000000002E-13, 
DataValue, 2.82, 3, -3.9000000000000005E-13, 7.9386E-06, 0.5336, 7.9386E-06, 3.9000000000000005E-13, 
DataValue, 2.79, 3, 1.1000000000000001E-13, 7.7636000000000014E-06, 0.52688, 7.7636000000000014E-06, 1.1000000000000001E-13, 
DataValue, 2.7600000000000002, 3, 7.3E-13, 7.5719000000000011E-06, 0.51979999999999993, 7.5719000000000011E-06, 7.3E-13, 
DataValue, 2.73, 3, -3.0000000000000005E-14, 7.4138000000000009E-06, 0.51324, 7.4138000000000009E-06, 3.0000000000000005E-14, 
DataValue, 2.7, 3, 2.5E-13, 7.2293E-06, 0.50588, 7.2293E-06, 2.5E-13, 
DataValue, 2.67, 3, 3.7000000000000004E-13, 7.079300000000001E-06, 0.49964, 7.079300000000001E-06, 3.7000000000000004E-13, 
DataValue, 2.64, 3, -6.1E-13, 6.9252000000000011E-06, 0.49184, 6.9252000000000011E-06, 6.1E-13, 
DataValue, 2.61, 3, 6.1E-13, 6.7798000000000007E-06, 0.48624, 6.7798000000000007E-06, 6.1E-13, 
DataValue, 2.58, 3, -1.6000000000000003E-13, 6.626200000000001E-06, 0.47972, 6.626200000000001E-06, 1.6000000000000003E-13, 
DataValue, 2.5500000000000003, 3, -8.6000000000000007E-13, 6.4592000000000008E-06, 0.47308, 6.4592000000000008E-06, 8.6000000000000007E-13, 
DataValue, 2.52, 3, -5.3000000000000006E-13, 6.3200000000000005E-06, 0.46671999999999997, 6.3200000000000005E-06, 5.3000000000000006E-13, 
DataValue, 2.49, 3, 7.5E-13, 6.2013E-06, 0.46308, 6.2013E-06, 7.5E-13, 
DataValue, 2.46, 3, 6.3E-13, 6.0247000000000009E-06, 0.45715999999999996, 6.0247000000000009E-06, 6.3E-13, 
DataValue, 2.43, 3, -4E-13, 5.9136000000000004E-06, 0.44999999999999996, 5.9136000000000004E-06, 4E-13, 
DataValue, 2.4, 3, 1.04E-12, 5.8245000000000007E-06, 0.44932, 5.8245000000000007E-06, 1.04E-12, 
DataValue, 2.37, 3, -3.0000000000000003E-13, 5.7004000000000005E-06, 0.44348, 5.7004000000000005E-06, 3.0000000000000003E-13, 
DataValue, 2.34, 3, -1.59E-12, 5.5762000000000009E-06, 0.43784, 5.5762000000000009E-06, 1.59E-12, 
DataValue, 2.31, 3, 1.4E-13, 5.479E-06, 0.4356, 5.479E-06, 1.4E-13, 
DataValue, 2.2800000000000002, 3, 6.0000000000000009E-14, 5.3512000000000005E-06, 0.43056, 5.3512000000000005E-06, 6.0000000000000009E-14, 
DataValue, 2.25, 3, 5.5000000000000008E-13, 5.2583E-06, 0.4256, 5.2583E-06, 5.5000000000000008E-13, 
DataValue, 2.22, 3, 3.2000000000000005E-13, 5.1482E-06, 0.42284, 5.1482E-06, 3.2000000000000005E-13, 
DataValue, 2.19, 3, 2.44E-12, 5.0539000000000009E-06, 0.42031999999999997, 5.0539000000000009E-06, 2.44E-12, 
DataValue, 2.16, 3, -1.12E-12, 4.935E-06, 0.41487999999999997, 4.935E-06, 1.12E-12, 
DataValue, 2.13, 3, -1.17E-12, 4.8586E-06, 0.4118, 4.8586E-06, 1.17E-12, 
DataValue, 2.1, 3, -3.3E-13, 4.7728E-06, 0.41031999999999996, 4.7728E-06, 3.3E-13, 
DataValue, 2.07, 3, -5.3000000000000006E-13, 4.7194E-06, 0.40987999999999997, 4.7194E-06, 5.3000000000000006E-13, 
DataValue, 2.04, 3, 1.5800000000000001E-12, 4.6811000000000008E-06, 0.41291999999999995, 4.6811000000000008E-06, 1.5800000000000001E-12, 
DataValue, 2.0100000000000002, 3, -3.35E-12, 4.6392E-06, 0.41296, 4.6392E-06, 3.35E-12, 
DataValue, 1.98, 3, 3.76E-12, 4.5884000000000008E-06, 0.41328, 4.5884000000000008E-06, 3.76E-12, 
DataValue, 1.95, 3, 1.2900000000000002E-12, 4.5476E-06, 0.41424, 4.5476E-06, 1.2900000000000002E-12, 
DataValue, 1.92, 3, -8.8000000000000009E-13, 4.5156000000000004E-06, 0.4188, 4.5156000000000004E-06, 8.8000000000000009E-13, 
DataValue, 1.8900000000000001, 3, -5.8000000000000005E-13, 4.5114000000000005E-06, 0.424, 4.5114000000000005E-06, 5.8000000000000005E-13, 
DataValue, 1.86, 3, 4E-13, 4.4818000000000009E-06, 0.42628, 4.4818000000000009E-06, 4E-13, 
DataValue, 1.83, 3, -1.0100000000000001E-12, 4.4803E-06, 0.43232, 4.4803E-06, 1.0100000000000001E-12, 
DataValue, 1.8, 3, -3.4400000000000003E-12, 4.4826E-06, 0.44095999999999996, 4.4826E-06, 3.4400000000000003E-12, 
DataValue, 1.77, 3, -1.0600000000000001E-12, 4.4667000000000008E-06, 0.44364, 4.4667000000000008E-06, 1.0600000000000001E-12, 
DataValue, 1.74, 3, 1.46E-12, 4.4738E-06, 0.4532, 4.4738E-06, 1.46E-12, 
DataValue, 1.71, 3, -1.3900000000000001E-12, 4.4541E-06, 0.4582, 4.4541E-06, 1.3900000000000001E-12, 
DataValue, 1.68, 3, -3.9000000000000005E-13, 4.4559000000000008E-06, 0.46268, 4.4559000000000008E-06, 3.9000000000000005E-13, 
DataValue, 1.6500000000000001, 3, -1.3300000000000002E-12, 4.4228E-06, 0.46852, 4.4228E-06, 1.3300000000000002E-12, 
DataValue, 1.62, 3, -4.8000000000000008E-13, 4.4042E-06, 0.47175999999999996, 4.4042E-06, 4.8000000000000008E-13, 
DataValue, 1.59, 3, -1.1500000000000002E-12, 4.3887000000000009E-06, 0.47468, 4.3887000000000009E-06, 1.1500000000000002E-12, 
DataValue, 1.56, 3, 9.8E-13, 4.3533E-06, 0.4814, 4.3533E-06, 9.8E-13, 
DataValue, 1.53, 3, -6.9000000000000009E-13, 4.2472000000000006E-06, 0.47396, 4.2472000000000006E-06, 6.9000000000000009E-13, 
DataValue, 1.5, 3, -4.9E-13, 4.1937E-06, 0.47831999999999997, 4.1937E-06, 4.9E-13, 
DataValue, 1.47, 3, 1.2000000000000002E-13, 4.1364000000000007E-06, 0.47663999999999995, 4.1364000000000007E-06, 1.2000000000000002E-13, 
DataValue, 1.44, 3, 3.9000000000000005E-13, 4.0953E-06, 0.47631999999999997, 4.0953E-06, 3.9000000000000005E-13, 
DataValue, 1.41, 3, -3.9000000000000005E-13, 4.0360000000000008E-06, 0.48124, 4.0360000000000008E-06, 3.9000000000000005E-13, 
